id,sentence,difficulty;;;;;;;;;;;;
580,Bonjour à tous !,A1;;;;;;;;;;;;
581,M. Aphatie a été le premier à animer une émission dite sérieuse à la radio puis à la télévision.,B1;;;;;;;;;;;;
"582,""Mais ils sont arrivés en plein hiver, au mois de décembre 1620, et ne sont ni de grands agriculteurs ni de grands chasseurs"",B2";;;;;;;;;;;;
583,Ce chiffre devrait encore augmenter dans les prochaines années.,C1;;;;;;;;;;;;
584,Ça faisait longtemps que je ne m'étais pas fait plaisir.,A2;;;;;;;;;;;;
585,Nous allons à Paris pour prendre un train.,A1;;;;;;;;;;;;
586,Certains partenaires ne demandent pas votre consentement et s'appuient sur leur intérêt commercial légitime pour traiter vos données.,C2;;;;;;;;;;;;
587,Notre héros croyait tous les Français profondément émus comme lui de l'extrême danger que courait la patrie.,B2;;;;;;;;;;;;
588,C'est auprès de son grand-père que Grégoire trouvera le courage de lutter pour devenir quelqu'un et grandir tout simplement.,A2;;;;;;;;;;;;
589,J'aime les panoramas.,A2;;;;;;;;;;;;
"590,""J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats"",C1";;;;;;;;;;;;
"591,""Au même instant, Fabrice se faisait annoncer chez la comtesse Pietranera."",C1";;;;;;;;;;;;
"592,""Si nous savions conduire l'automobile à boite automatique, nous pourrions l'emprunter le samedi soir pour nous rendre à l'observatoire."",B2";;;;;;;;;;;;
593,Je suis tout à fait d'accord avec la jeune fille.,A2;;;;;;;;;;;;
594,J'ai 36 ans.,A2;;;;;;;;;;;;
"595,""À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfin ce mode de transport, notamment grâce à l'indemnité kilométrique : ce dispositif autorise l'employeur à dédommager ses salariés se rendant au travail à vélo (environ 0, 25 euro par kilomètre parcouru)."",B2";;;;;;;;;;;;
596,Je peux m'asseoir ici ?,A1;;;;;;;;;;;;
597,Ne pas respirer les aérosols.,A2;;;;;;;;;;;;
598,Je mange une pomme.,A1;;;;;;;;;;;;
599,Il me reste des croissants.,A1;;;;;;;;;;;;
"600,""Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés"",C2";;;;;;;;;;;;
601,Je préfère aller au travail à vélo,A1;;;;;;;;;;;;
"602,""A son anniversaire, il a eu autant d'argent que son frère."",B1";;;;;;;;;;;;
"603,""Le matin, j'avais eu un autre rendez-vous pour un film encore plus intéressant, alors je ne sais pas ce que je devais faire!"",B1";;;;;;;;;;;;
604,Nous apprécions qu'ils aient répondu sur-le-champ.,C1;;;;;;;;;;;;
"605,""Tard le soir, Jules rentre tout seul."",A1";;;;;;;;;;;;
606,Il a un pantalon vert et une chemise blanche,A1;;;;;;;;;;;;
"607,""C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière "; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ;" comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir."",C2";;;;;;;;;
608,Giscard va pourtant réussir à transformer ce revers en tremplin,C1;;;;;;;;;;;;
609,C'est le mot d'ordre d'Epic écrit en grand au début du premier numéro,A2;;;;;;;;;;;;
610,Sauf si je dois compter jusqu'à 5.,A1;;;;;;;;;;;;
"611,""Serveur : désolé pour le retard, nous sommes très occupés ce soir."",A2";;;;;;;;;;;;
612,Elles ne vont pas au théâtre parce qu'elles n'ont pas le temps.,B1;;;;;;;;;;;;
613,Il y a de la neige à la montage.,A1;;;;;;;;;;;;
614,Simone doit exercer sa voix pour rester constante,B2;;;;;;;;;;;;
"615,""C'est pour unifier un territoire constitué d'une myriade de particularismes régionaux et de colonies que l'école devient gratuite, laïque et obligatoire par les lois Ferry de 1881 et 1882."",C2";;;;;;;;;;;;
616,La consommation sera encadrée par du personnel et éloignée des lieux publics,B2;;;;;;;;;;;;
"617,""De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure."",B2";;;;;;;;;;;;
"618,""Avec le printemps, qui commence en mars, le soleil est de retour et le temps se réchauffe."",A1";;;;;;;;;;;;
619,C'est pour quand ?,A1;;;;;;;;;;;;
"620,""Ce livre, tu me le conseilles ou tu me le déconseilles?"",B1";;;;;;;;;;;;
"621,""Moi, je suis musicien, je suis violoniste."",A1";;;;;;;;;;;;
"622,""Année après année, le troupeau prospère jusqu'à compter, en 1996, 3 500 têtes."",C1";;;;;;;;;;;;
"623,""Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur."",C1";;;;;;;;;;;;
"624,""C'est de votre faute : on utilise cette expression quand une autre personne est responsable, est coupable d'une action."",B1";;;;;;;;;;;;
"625,""La liberté correspondrait donc à un sentiment intérieur, à une expérience immédiate en chaque homme"",C2";;;;;;;;;;;;
626,La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.,A2;;;;;;;;;;;;
627,Non Paul tu restes là ! Tu es sorti toute la journée.,A2;;;;;;;;;;;;
"628,""Et le moine me conta des histoires, toutes les vieilles histoires de ce lieu, des légendes, toujours des légendes."",B2";;;;;;;;;;;;
"629,""La violence des vols et des agressions scande l'itinérance d'un vagabond qui fréquente le monde des individus statiques, auquel l'auteur ne se rattache plus, et celui des bas-fonds, qui l'inquiète ou le dégoûte."",C2";;;;;;;;;;;;
630,Qu'est-ce que vous faites le soir ?,A1;;;;;;;;;;;;
631,La liberté humaine est-elle donc possible,C2;;;;;;;;;;;;
"632,""n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage """"seraient en bon état"""""",C2";;;;;;;;;;;;
633,Ils ont des étoiles plein les yeux,A2;;;;;;;;;;;;
634,L'analyse des valeurs de l'indice de consolidation institutionnelle montre également le caractère très fragmenté du maillage communal suisse en comparaison européenne.,C2;;;;;;;;;;;;
"635,""Ce matin, Sarah est triste."",A1";;;;;;;;;;;;
636,Je n'ai pas de leçons à recevoir.,A2;;;;;;;;;;;;
637,Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,B1;;;;;;;;;;;;
"638,""Le voilà, l'étendard des quinquas* du XXIe siècle, leur cri de ralliement."",C1";;;;;;;;;;;;
"639,""Merci monsieur, au revoir."",A1";;;;;;;;;;;;
"640,""A la fin de son apprentissage, Julien est parti en France."",A2";;;;;;;;;;;;
"641,""Pour l'heure, l'isolement à l'improviste semble leur réussir : ils ont ouvert une bouteille de champagne pour fêter leur emménagement ensemble et en gardent une au frais pour célébrer la fin du confinement."",B2";;;;;;;;;;;;
"642,""Prolongation de la vie, retard de la vieillesse, cessation des douleurs, moyens pour corriger les défauts naturels ou pour exalter les facultés intellectuelles, etc. : à faire luire tant de vains espoirs, ils ont fait naître un si violent préjugé contre toutes nouveautés de ce genre qu'elles en sont maintenant discréditées au point que nul mortel, même courageux, ne se hasarderait à entreprendre quelque chose de semblable."",C2";;;;;;;;;;;;
"643,""Si nous écoutions le discours plus attentivement, nous comprendrions mieux l'objet des revendications établies par ce parti politique de la jeunesse suisse."",B2";;;;;;;;;;;;
"644,""Paul Andreu, l'architecte de l'aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l'Opéra de Pékin entre autres, s'était demandé s'il devait installer des portes automatiques dans un aéroport qu'il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d'achat et sur-tout de maintenance d'une porte automatique revenait plus cher que le salaire d'un portier qui pouvait nourrir une famille avec. ce que la porte était bien incapable de faire!"",C2";;;;;;;;;;;;
"645,""Je ne peux rien te dire, Victor."",A1";;;;;;;;;;;;
646,C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.,A2;;;;;;;;;;;;
"647,""Il n'y a absolument aucun doute que si l'Education nationale distribuait des DVD de séries en version originale au lieu de payer des enseignants, les français parleraient beaucoup mieux les langues étrangères (et perdraient moins de temps)"",C2";;;;;;;;;;;;
"648,""Ce qu'elle taisait, c'était l'escapade amoureuse de Jean, des lettres écrites à une fillette noble de la ville, des baisers échangés pardessus un mur, tout un scandale qui l'avait déterminée au départ ";" et elle accompagnait surtout son frère à Paris pour veiller sur lui, prise de terreurs maternelles, devant ce grand enfant si beau et si gai, que toutes les femmes adoraient."",C2";;;;;;;;;;;
"649,""La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues"",C2";;;;;;;;;;;;
"650,""Plus on prend du plaisir, plus on progresse rapidement et durablement."",B1";;;;;;;;;;;;
651,Je n'ai aucune nouvelle depuis son départ,A1;;;;;;;;;;;;
"652,""Elle reste tous les jours à la cantine, et j'ai entendu les autres se moquer d'elle, parce qu'elle ne mange presque rien, des fruits, du pain."",B1";;;;;;;;;;;;
"653,""L'haplodiploïdisation, en revanche, permet d'obtenir directement une lignée haploïde et donc pure, présentant les traits désirés."",C2";;;;;;;;;;;;
"654,""En outre, c'est une action liée à la souffrance et qui possède une dimension fortement négative"",C2";;;;;;;;;;;;
"655,""Déjà, les problèmes s'accumulent."",B2";;;;;;;;;;;;
"656,""En hiver, elle ne sort jamais sans son parapluie et son écharpe"",B1";;;;;;;;;;;;
657,Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,B1;;;;;;;;;;;;
"658,""Le petit prince grandit en paix, entouré de tuteurs et de régents ";" mais son plus intime ami et son meilleur conseiller fut un étranger, venu longtemps auparavant des contrées du Sud, qui s'étendent le long de la mer."",B2";;;;;;;;;;;
"659,""Le port à la ceinture aussi, de même que la panoplie de la frimeuse accomplie , décrite en ces termes : Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable."",B2";;;;;;;;;;;;
"660,""Déployant de gros efforts pour instaurer une langue officielle dans l'éducation, les médias et l'administration, les gouvernements ont consciemment visé l'élimination des langues minoritaires."",C1";;;;;;;;;;;;
"661,""J'ai fait de gros progrès en français, je le comprends et je sais le parler et l'écrire bien mieux maintenant"",B1";;;;;;;;;;;;
662,Je vais aller la chercher,A1;;;;;;;;;;;;
663,Un allongement du congé paternité peut contribuer à introduire plus d'égalité dans les couples.,B2;;;;;;;;;;;;
"664,""Cependant, pour ne pas tomber dans le piège de l'""""addiction"""" et des anxiétés générées par le smartphone et les réseaux sociaux, il s'agit d'abord d'en prendre conscience pour réguler ses propres conduites et celles des adolescents."",B2";;;;;;;;;;;;
"665,""C'est super, je fais plein de choses avec mes cousins: aujourd'hui, on est allés à la piscine et demain, on va faire du camping en forêt."",A2";;;;;;;;;;;;
"666,""Une limitation d'autant plus efficace que, comme le rappelle le chercheur, """"les apprentissages distribués sont plus efficaces que les apprentissages regroupés"""""",C2";;;;;;;;;;;;
667,Il n'y a qu'à observer la métamorphose des rues commerçantes pouren être convaincu.,B2;;;;;;;;;;;;
668,Je suis bien arrivé à Londres,A2;;;;;;;;;;;;
"669,""En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux."",B1";;;;;;;;;;;;
"670,""Il a fait un temps magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert."",A2";;;;;;;;;;;;
671,Je travaille dans une entreprise d'informatique.,A1;;;;;;;;;;;;
672,Des images diffusées sur les réseaux sociaux montraient le jeune manifestant couvert de sang transporté loin des barricades par ses amis.,C1;;;;;;;;;;;;
"673,""Albert, Folio, venez me faire un gros câlin, je suis si heureux !"",A1";;;;;;;;;;;;
"674,""La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak."",C1";;;;;;;;;;;;
"675,""La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges."",B2";;;;;;;;;;;;
"676,""Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000."",C1";;;;;;;;;;;;
677,C'est fantastique ! Merci beaucoup.,A1;;;;;;;;;;;;
678,Mais il faut continuer.,A2;;;;;;;;;;;;
679,Est-ce que tu lui as conseillé de manger dans ce restaurant ?,B1;;;;;;;;;;;;
"680,""A la cinquantaine, les hommes et les femmes éprouvent le besoin de se mettre en question et ils ont suffisamment d'assurance pour faire ce retour sur soi, note la psychanalyste Luce Janin-Devillars (Changer sa vie, Pocket)."",C1";;;;;;;;;;;;
681,J'avais une idée derrière la tête.,A2;;;;;;;;;;;;
"682,""Ou peut-être jusqu'à la fin juin, en fonction de son contrat."",B1";;;;;;;;;;;;
"683,""Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée """"Cabaret des artistes""""."",B2";;;;;;;;;;;;
684,Le chef du gouvernement appelle à des élections.,A2;;;;;;;;;;;;
685,Je suis fatigué.,A1;;;;;;;;;;;;
"686,""Alain Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, dans certains cas, une annulation des dettes."",B2";;;;;;;;;;;;
687,Je ne peux pas le croire.,A1;;;;;;;;;;;;
